Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Medium,restaurant type,Order Time,Meal,Perference,Ease and convenient,avg cost (two people),order_hour_of_day,days_since_prior_order,Cities
21,Female,Single,Student,No Income,Post Graduate,3,Swiggy,,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,2000,18,30,Tier 2
22,Male,Single,Student,No Income,Post Graduate,4,Swiggy,"Casual Dining, Bar",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,2500,21,21,Tier 1
20,Male,Single,Student,No Income,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,15,30,Tier 1
38,Male,Married,,More than 50000,Post Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,350,9,30,Tier 2
21,Female,Single,Employee,More than 50000,Graduate,2,Zomato,Casual Dining,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,500,16,24,Tier 1
33,Female,Married,Student,No Income,Ph.D,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,7,30,Tier 1
22,Female,Single,Student,No Income,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,300,16,7,Tier 3
31,Male,Married,Employee,More than 50000,Ph.D,5,ONDC,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,150,20,16,Tier 1
21,Female,Single,Student,No Income,Graduate,5,Swiggy,Takeaway,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,500,11,25,Tier 2
28,Male,Single,Student,No Income,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,14,10,Tier 2
37,Female,Married,Employee,25001 to 50000,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,200,10,23,Tier 1
31,Male,Married,Student,No Income,Ph.D,5,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,200,19,13,Tier 2
39,Male,Married,Student,No Income,Ph.D,6,ONDC,,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly disagree,1800,8,24,Tier 2
28,Female,Single,Employee,More than 50000,Post Graduate,6,Swiggy,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,14,30,Tier 2
31,Male,Married,Self Employeed,More than 50000,School,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,19,5,Tier 1
38,Female,Married,Self Employeed,25001 to 50000,Graduate,2,Swiggy,Beverage Shop,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,16,,Tier 1
33,Male,Married,Employee,10001 to 25000,Graduate,2,Swiggy,,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Disagree,700,16,30,Tier 1
38,Female,Married,Self Employeed,25001 to 50000,Graduate,2,Zomato,Beverage Shop,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,16,,Tier 1
25,Male,Single,Self Employeed,More than 50000,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,600,,6,Tier 1
28,Male,Single,Student,No Income,Ph.D,5,Swiggy,"Casual Dining, Cafe",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,800,13,30,Tier 2
21,Female,Single,Student,No Income,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,12,23,Tier 1
23,Female,Single,Student,No Income,Post Graduate,2,Swiggy,,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,19,7,Tier 3
28,Female,Single,Self Employeed,10001 to 25000,,5,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,750,,3,Tier 3
22,Female,Single,Student,No Income,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,16,30,Tier 3
28,Male,Married,Employee,More than 50000,,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,14,19,Tier 3
21,Female,Single,Self Employeed,More than 50000,Graduate,6,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,400,21,2,Tier 2
23,Female,Single,Student,No Income,Post Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,600,20,30,Tier 2
37,Female,Prefer not to say,Student,No Income,Ph.D,3,ONDC,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,1100,13,30,Tier 1
24,Male,Single,,No Income,Post Graduate,3,ONDC,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,12,30,Tier 2
24,Male,Single,Employee,,Post Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,15,11,Tier 3
27,Female,Single,Student,No Income,Ph.D,5,Swiggy,Takeaway,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Disagree,300,14,30,Tier 2
24,Female,Married,Employee,10001 to 25000,Post Graduate,2,Zomato,Bar,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,1000,8,2,Tier 2
23,Male,Single,Student,No Income,Post Graduate,5,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,11,8,Tier 2
37,Male,Married,Employee,10001 to 25000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,1700,7,30,Tier 2
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,650,8,2,Tier 3
21,Male,Single,Student,No Income,,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,800,17,18,Tier 1
22,Female,Single,Student,No Income,Graduate,,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,200,22,4,Tier 1
31,Male,Married,Employee,More than 50000,Post Graduate,3,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,9,18,Tier 1
22,Female,Single,Employee,25001 to 50000,Graduate,4,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,18,3,Tier 1
,Male,Married,Employee,10001 to 25000,Post Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,17,29,Tier 2
28,Male,,Employee,,Post Graduate,3,Swiggy,,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,7,13,Tier 1
21,Male,Single,Student,No Income,Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,,17,28,Tier 3
26,Male,Single,Self Employeed,10001 to 25000,Ph.D,1,ONDC,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,13,2,Tier 1
24,Male,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,200,13,30,Tier 1
27,Female,Single,Student,No Income,Ph.D,6,Swiggy,Cafe,Weekend (Sat & Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,550,18,30,Tier 1
21,Male,Single,Employee,Below Rs.10000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,1800,13,10,
26,Male,Single,Student,No Income,Ph.D,3,ONDC,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Neutral,1400,16,1,Tier 1
22,Female,Single,Self Employeed,10001 to 25000,Graduate,6,ONDC,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,700,10,7,Tier 1
29,Female,Married,Self Employeed,25001 to 50000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,3,Tier 1
35,Female,Prefer not to say,Student,No Income,Ph.D,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,100,13,1,Tier 2
22,Female,Single,Student,No Income,Post Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,,19,30,Tier 1
20,Male,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,8,19,Tier 1
24,Male,,Student,10001 to 25000,,4,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),,400,,5,Tier 3
36,Female,Married,Self Employeed,25001 to 50000,Graduate,3,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,500,13,8,Tier 1
30,Male,Married,Student,No Income,Ph.D,4,Swiggy,Casual Dining,Weekdays (Mon-Fri),Dinner,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,1000,14,7,Tier 1
26,Male,Single,,No Income,Ph.D,3,ONDC,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,1300,17,,Tier 2
23,Male,Single,Student,No Income,Post Graduate,5,ONDC,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,11,8,Tier 1
24,Female,Single,,Below Rs.10000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,400,10,30,Tier 1
28,Male,,Student,No Income,Ph.D,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,400,9,9,Tier 3
34,Female,Married,Employee,25001 to 50000,Graduate,5,Zomato,"Desert Parlor, Quick Bites",Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),,100,16,1,Tier 2
28,Male,Married,Employee,More than 50000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),,,17,30,Tier 1
24,Female,Single,Employee,,Graduate,4,Swiggy,Beverage Shop,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,150,15,13,Tier 2
,Female,Married,Student,No Income,Ph.D,2,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,450,13,17,Tier 2
38,Male,Married,Self Employeed,25001 to 50000,Graduate,2,Zomato,"Casual Dining, Bar",Anytime (Mon-Sun),Dinner,,Agree,500,16,30,Tier 3
28,Male,Single,,Below Rs.10000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,8,6,Tier 1
28,Female,Single,Employee,25001 to 50000,Graduate,4,Swiggy,Quick Bites,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly agree,300,7,30,Tier 1
36,Male,Married,Student,No Income,Ph.D,3,ONDC,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,700,15,8,Tier 1
29,Female,Married,Employee,More than 50000,Post Graduate,6,Zomato,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,300,6,14,Tier 2
26,Male,Single,Employee,More than 50000,Post Graduate,3,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,9,6,Tier 1
,Male,Single,Student,No Income,Post Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,,,30,Tier 3
38,Female,Married,Self Employeed,25001 to 50000,Graduate,2,Swiggy,Beverage Shop,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,400,16,,Tier 1
22,Female,Single,Employee,More than 50000,Graduate,5,Swiggy,Cafe,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,,16,8,Tier 2
26,Female,Single,Employee,25001 to 50000,Post Graduate,,ONDC,Bar,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,900,13,9,Tier 2
37,Male,Married,Employee,Below Rs.10000,Post Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,15,19,Tier 2
34,Male,Married,Employee,More than 50000,Graduate,6,Zomato,Takeaway,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,600,11,29,Tier 1
23,Male,Single,Employee,10001 to 25000,Graduate,2,Swiggy,Casual Dining,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Disagree,800,10,30,Tier 2
36,Male,Married,Employee,10001 to 25000,Graduate,3,Zomato,Quick Bites,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,21,4,Tier 1
31,Female,Married,Employee,Below Rs.10000,Post Graduate,2,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,14,1,Tier 1
33,Male,Married,Employee,10001 to 25000,Graduate,4,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,12,27,Tier 1
21,Male,Single,Student,No Income,Graduate,6,Zomato,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,700,1,30,Tier 2
40,Male,Married,,More than 50000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,250,11,15,Tier 1
24,Female,Married,Student,Below Rs.10000,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,200,14,,Tier 2
,Female,Married,Self Employeed,More than 50000,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,100,11,10,Tier 2
30,Female,Married,Employee,10001 to 25000,Post Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,,Agree,300,11,8,Tier 1
39,Female,Married,Student,No Income,Ph.D,6,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,350,19,7,Tier 2
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,22,30,Tier 1
33,Female,Married,Self Employeed,25001 to 50000,Post Graduate,5,ONDC,,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,250,21,13,Tier 1
24,Male,Single,Student,No Income,Post Graduate,3,Zomato,Takeaway,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,8,Tier 1
33,Male,Married,Employee,25001 to 50000,Post Graduate,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,400,13,30,Tier 1
23,Female,Single,Student,,Graduate,5,Swiggy,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),,1800,15,0,Tier 1
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,800,17,30,Tier 1
36,Male,Married,Employee,More than 50000,Post Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,15,30,Tier 1
25,Male,Single,Employee,10001 to 25000,Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,150,22,30,Tier 3
22,Male,,Student,Below Rs.10000,Post Graduate,4,Zomato,Takeaway,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,250,8,7,Tier 2
26,Female,Single,Student,No Income,Ph.D,6,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,300,10,7,Tier 1
30,Male,Married,Self Employeed,More than 50000,Uneducated,4,Swiggy,Casual Dining,Weekdays (Mon-Fri),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,500,13,12,Tier 1
25,Male,Single,Employee,25001 to 50000,Post Graduate,3,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,16,8,Tier 1
23,Female,Single,Self Employeed,10001 to 25000,Post Graduate,,Swiggy,Bar,,Snacks,Non Veg foods (Lunch / Dinner),Agree,1400,19,6,Tier 1
36,Male,Married,Self Employeed,Below Rs.10000,Post Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,19,17,Tier 1
23,Female,Single,Student,No Income,Post Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,250,16,4,Tier 1
21,Female,Single,Employee,More than 50000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,500,16,24,Tier 3
21,Male,Single,Student,No Income,Graduate,5,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,300,18,15,Tier 2
31,Male,Married,Student,No Income,Ph.D,5,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,300,9,,Tier 1
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,10,15,Tier 3
23,Male,Single,Student,No Income,Post Graduate,3,Zomato,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,,30,
33,Female,Married,Employee,More than 50000,Post Graduate,3,Swiggy,Fine Dining,Weekdays (Mon-Fri),Breakfast,Non Veg foods (Lunch / Dinner),Agree,2400,13,13,Tier 1
35,Female,Married,home maker,No Income,Post Graduate,2,Zomato,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,9,30,Tier 1
23,Male,Single,Student,25001 to 50000,Post Graduate,1,Zomato,casual dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,300,17,9,Tier 1
26,Female,Single,Employee,More than 50000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,500,12,3,Tier 2
22,Female,Single,Employee,25001 to 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,17,26,Tier 1
34,Female,Married,Employee,More than 50000,Graduate,5,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1000,11,27,Tier 2
30,Female,Married,Student,No Income,Ph.D,6,Zomato,Casual Dining,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,21,30,Tier 1
36,Male,Married,Employee,More than 50000,Graduate,4,ONDC,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,14,2,Tier 3
20,Male,Single,Self Employeed,25001 to 50000,Graduate,4,ONDC,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,450,17,30,Tier 1
25,Female,Single,Student,No Income,Post Graduate,3,,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,22,30,Tier 2
23,Female,Single,Employee,25001 to 50000,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,450,21,10,Tier 1
36,Male,Married,Employee,More than 50000,Post Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,1400,6,14,Tier 1
33,Male,Married,Employee,More than 50000,Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,17,,Tier 1
29,Male,Single,Self Employeed,More than 50000,Graduate,6,Swiggy,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,30,Tier 3
30,Male,Married,Self Employeed,More than 50000,Uneducated,4,Zomato,Casual Dining,Weekdays (Mon-Fri),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,500,13,12,Tier 2
22,Male,Single,Student,No Income,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1000,17,11,Tier 1
19,Female,Single,Student,No Income,Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,200,11,1,Tier 3
23,Male,Single,Student,No Income,Post Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,200,15,2,Tier 3
37,Male,,Self Employeed,More than 50000,Post Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,14,6,Tier 3
20,Female,Single,Student,No Income,Graduate,5,Zomato,,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,600,8,9,Tier 1
21,Female,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,11,7,Tier 2
25,Male,Married,Employee,More than 50000,Ph.D,4,Swiggy,Fine Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),,3000,15,2,Tier 1
23,Male,Single,Student,No Income,,2,Zomato,casual dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,400,9,30,Tier 1
37,Male,Married,Self Employeed,More than 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,8,1,Tier 2
31,Female,Married,Employee,25001 to 50000,Post Graduate,2,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,200,10,30,Tier 1
25,Female,Single,Student,No Income,Ph.D,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,10,11,Tier 2
,Female,Single,Student,No Income,Graduate,2,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,350,15,30,Tier 1
32,Female,Married,Student,No Income,Ph.D,3,Swiggy,Takeaway,Weekdays (Mon-Fri),Dinner,Non Veg foods (Lunch / Dinner),Agree,300,13,17,Tier 2
26,Male,Married,Employee,25001 to 50000,Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,15,30,Tier 1
38,Male,Married,Student,No Income,Ph.D,2,Swiggy,"Desert Parlor, Cafe",Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,1400,16,9,Tier 1
26,Male,Single,,No Income,Ph.D,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,1300,17,,Tier 2
20,Male,,Student,No Income,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,12,3,Tier 3
24,Male,Single,Employee,More than 50000,Post Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,15,7,Tier 1
25,Male,Single,,More than 50000,Post Graduate,2,Swiggy,"Desert Parlor, Desert Parlor",Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,,7,30,Tier 1
21,Female,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Cafe,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,600,20,4,Tier 2
39,Female,Married,Student,No Income,Ph.D,3,Zomato,Quick Bites,,Dinner,Non Veg foods (Lunch / Dinner),Agree,300,,2,Tier 3
29,Female,Married,Employee,Below Rs.10000,Graduate,3,Swiggy,Bar,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1300,9,8,Tier 1
35,Female,Prefer not to say,Student,No Income,Ph.D,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,100,13,1,Tier 1
31,Female,Married,Employee,Below Rs.10000,Post Graduate,2,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,14,1,Tier 3
21,Female,,Student,No Income,Graduate,6,Zomato,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly disagree,500,14,30,Tier 2
36,Female,Married,Employee,25001 to 50000,Post Graduate,4,Swiggy,Desert Parlor,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,250,7,30,Tier 1
,Male,Single,Student,Below Rs.10000,Post Graduate,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,700,18,8,Tier 2
26,Male,Single,Employee,10001 to 25000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,23,2,Tier 2
37,Male,Married,Self Employeed,More than 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,8,1,Tier 2
36,Male,Married,Employee,10001 to 25000,Graduate,6,Swiggy,Takeaway,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,14,30,Tier 2
28,Female,Single,Employee,25001 to 50000,Graduate,6,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Neutral,450,16,16,Tier 1
31,Female,Married,Student,No Income,Ph.D,3,Swiggy,Cafe,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,500,22,30,Tier 2
26,Male,Single,Student,No Income,Ph.D,2,ONDC,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,9,30,Tier 1
