"Age","Gender","Marital_Status","Occupation","Monthly_Income","Education","Family_Size","Medium","Restaurant_Type","Order_Time","Meal","Preference","Ease_Convenient","Avg_Cost","Order_Hour","Days_Since_Prior","Cities","Income_Level","Time_Period","Cost_Category","Order_Frequency","City_Tier","High_Demand_Area"
26,"Male","Single","Student","No Income","Ph.D",5,"Swiggy","Desert Parlor","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,9,24,"Tier 3",1,"Morning","Low","Infrequent",3,"0"
23,"Female","Single","Self Employeed","10001 to 25000","Graduate",2,"ONDC","Casual Dining","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",900,14,3,"Tier 3",3,"Afternoon","Premium","Very_Frequent",3,"1"
23,"Female","Single","Student","No Income","Graduate",5,"ONDC","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1800,15,0,"Tier 2",1,"Afternoon","Premium","Very_Frequent",2,"1"
20,"Male","Single","Employee","10001 to 25000","Graduate",4,"Zomato","Bar","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",400,15,30,"Tier 1",3,"Afternoon","Medium","Infrequent",1,"1"
34,"Male","Married","Employee","25001 to 50000","Graduate",5,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",250,12,30,"Tier 1",4,"Afternoon","Low","Infrequent",1,"0"
36,"Male","Married","Employee","More than 50000","Post Graduate",2,"ONDC","Quick Bites","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",350,10,5,"Tier 1",5,"Morning","Medium","Very_Frequent",1,"1"
34,"Male","Married","home maker","No Income","Graduate",4,"Swiggy","Bar","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Neutral",1400,14,14,"Tier 3",1,"Afternoon","Premium","Moderate",3,"1"
38,"Female","Married","Student","No Income","Ph.D",2,"Zomato","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1200,19,8,"Tier 1",1,"Evening","Premium","Frequent",1,"1"
23,"Male","Single","Employee","More than 50000","Graduate",5,"Swiggy","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1200,0,11,"Tier 1",5,"Night","Premium","Moderate",1,"1"
33,"Female","Married","Employee","More than 50000","Post Graduate",4,"Swiggy","Takeaway","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,14,30,"Tier 2",5,"Afternoon","Medium","Infrequent",2,"1"
21,"Female","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,11,7,"Tier 3",1,"Morning","High","Frequent",3,"1"
33,"Male","Married","Employee","More than 50000","Graduate",6,"Swiggy","Takeaway","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Neutral",300,11,13,"Tier 2",5,"Morning","Low","Moderate",2,"1"
36,"Female","Married","Self Employeed","25001 to 50000","Graduate",3,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",500,13,8,"Tier 2",4,"Afternoon","High","Frequent",2,"1"
27,"Male","Single","Student","No Income","Ph.D",3,"ONDC","Takeaway","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Disagree",300,14,3,"Tier 2",1,"Afternoon","Low","Very_Frequent",2,"1"
23,"Female","Single","Employee","Below Rs.10000","Graduate",2,"Swiggy","Desert Parlor","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",150,12,7,"Tier 3",2,"Afternoon","Low","Frequent",3,"0"
26,"Female","Single","home maker","No Income","Post Graduate",3,"ONDC","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",400,11,19,"Tier 1",1,"Morning","Medium","Moderate",1,"1"
30,"Female","Married","Student","No Income","Ph.D",3,"Zomato","Takeaway","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,10,19,"Tier 1",1,"Morning","Medium","Moderate",1,"1"
35,"Female","Married","Student","No Income","Ph.D",5,"Swiggy","Takeaway","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",500,13,7,"Tier 1",1,"Afternoon","High","Frequent",1,"1"
24,"Male","Single","Employee","25001 to 50000","Post Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,19,16,"Tier 2",4,"Evening","High","Moderate",2,"1"
21,"Male","Single","Student","No Income","Graduate",3,"Swiggy","Takeaway","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",650,14,16,"Tier 1",1,"Afternoon","High","Moderate",1,"1"
20,"Male","Single","Student","No Income","Graduate",5,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Neutral",300,11,10,"Tier 2",1,"Morning","Low","Frequent",2,"1"
24,"Male","Single","Employee","10001 to 25000","Post Graduate",2,"Swiggy","Microbrewery","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1400,11,10,"Tier 3",3,"Morning","Premium","Frequent",3,"1"
26,"Female","Single","Employee","25001 to 50000","Post Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",150,11,30,"Tier 2",4,"Morning","Low","Infrequent",2,"0"
35,"Female","Prefer not to say","Student","No Income","Ph.D",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",100,13,1,"Tier 1",1,"Afternoon","Low","Very_Frequent",1,"1"
32,"Female","Married","Student","No Income","Ph.D",5,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly disagree",250,20,15,"Tier 2",1,"Evening","Low","Moderate",2,"1"
35,"Male","Married","Student","No Income","Ph.D",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,12,13,"Tier 2",1,"Afternoon","Medium","Moderate",2,"1"
39,"Male","Married","home maker","No Income","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",100,15,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
22,"Male","Single","Employee","10001 to 25000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",150,11,7,"Tier 3",3,"Morning","Low","Frequent",3,"0"
34,"Male","Married","Student","No Income","Ph.D",6,"Zomato","Desert Parlor","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,11,30,"Tier 3",1,"Morning","Low","Infrequent",3,"0"
29,"Female","Married","Self Employeed","More than 50000","Post Graduate",4,"Swiggy","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",550,13,18,"Tier 1",5,"Afternoon","High","Moderate",1,"1"
33,"Male","Married","Employee","10001 to 25000","Post Graduate",5,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",250,18,11,"Tier 3",3,"Evening","Low","Moderate",3,"0"
28,"Male","Single","Student","No Income","Ph.D",6,"ONDC","Cafe","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",400,13,7,"Tier 2",1,"Afternoon","Medium","Frequent",2,"1"
31,"Male","Married","Student","No Income","Ph.D",4,"Swiggy","Desert Parlor","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",500,15,30,"Tier 1",1,"Afternoon","High","Infrequent",1,"1"
39,"Male","Married","Self Employeed","More than 50000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",150,16,6,"Tier 2",5,"Afternoon","Low","Frequent",2,"1"
20,"Male","Single","Student","No Income","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,8,8,"Tier 1",1,"Morning","Low","Frequent",1,"1"
38,"Male","Married","Student","No Income","Ph.D",6,"ONDC","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",200,6,28,"Tier 3",1,"Morning","Low","Infrequent",3,"0"
27,"Female","Single","Student","No Income","Ph.D",6,"Zomato","Cafe","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",550,18,30,"Tier 2",1,"Evening","High","Infrequent",2,"1"
39,"Male","Married","Employee","More than 50000","Graduate",2,"Zomato","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",900,14,7,"Tier 3",5,"Afternoon","Premium","Frequent",3,"1"
38,"Female","Married","Self Employeed","25001 to 50000","Graduate",2,"Swiggy","Beverage Shop","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,16,16,"Tier 1",4,"Afternoon","Medium","Moderate",1,"1"
34,"Male","Married","Student","No Income","Ph.D",4,"Zomato","Microbrewery","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",1400,7,30,"Tier 1",1,"Morning","Premium","Infrequent",1,"1"
38,"Male","Married","Employee","No Income","Post Graduate",2,"Swiggy","Cafe","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",550,14,8,"Tier 3",1,"Afternoon","High","Frequent",3,"1"
21,"Female","Single","Employee","25001 to 50000","Graduate",3,"Zomato","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",600,20,4,"Tier 1",4,"Evening","High","Very_Frequent",1,"1"
37,"Male","Married","Student","No Income","Ph.D",6,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,18,20,"Tier 1",1,"Evening","Low","Moderate",1,"0"
20,"Male","Single","Student","No Income","Graduate",6,"Swiggy","Microbrewery","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1500,14,30,"Tier 2",1,"Afternoon","Premium","Infrequent",2,"1"
27,"Female","Single","Student","No Income","Ph.D",3,"Zomato","Cafe","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Disagree",500,13,18,"Tier 1",1,"Afternoon","High","Moderate",1,"1"
36,"Female","Married","Student","No Income","Ph.D",4,"Zomato","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",450,14,30,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
37,"Male","Married","Student","No Income","Ph.D",3,"Swiggy","Microbrewery","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1400,16,8,"Tier 2",1,"Afternoon","Premium","Frequent",2,"1"
40,"Male","Married","Employee","More than 50000","Post Graduate",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",650,12,29,"Tier 1",5,"Afternoon","High","Infrequent",1,"1"
26,"Female","Single","Employee","25001 to 50000","Post Graduate",6,"Swiggy","Microbrewery","Weekend (Sat & Sun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Agree",1600,14,1,"Tier 1",4,"Afternoon","Premium","Very_Frequent",1,"1"
39,"Male","Married","Employee","More than 50000","Graduate",2,"Swiggy","Cafe","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",650,14,30,"Tier 1",5,"Afternoon","High","Infrequent",1,"1"
28,"Male","Single","Student","No Income","Ph.D",2,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",1500,20,13,"Tier 1",1,"Evening","Premium","Moderate",1,"1"
37,"Female","Married","Student","No Income","Ph.D",4,"ONDC","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",550,17,5,"Tier 1",1,"Evening","High","Very_Frequent",1,"1"
38,"Female","Married","Student","No Income","Ph.D",3,"ONDC","Cafe","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",1100,7,10,"Tier 3",1,"Morning","Premium","Frequent",3,"1"
29,"Male","Married","Student","No Income","Ph.D",6,"ONDC","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Neutral",700,13,0,"Tier 1",1,"Afternoon","Premium","Very_Frequent",1,"1"
31,"Male","Married","Student","No Income","Ph.D",5,"Zomato","Cafe","Weekdays (MonFri)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",1300,10,23,"Tier 1",1,"Morning","Premium","Infrequent",1,"1"
35,"Male","Married","Employee","25001 to 50000","Post Graduate",5,"ONDC","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,21,10,"Tier 3",4,"Night","Medium","Frequent",3,"1"
39,"Male","Married","Student","No Income","Ph.D",6,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly disagree",1800,8,24,"Tier 1",1,"Morning","Premium","Infrequent",1,"1"
23,"Male","Single","Employee","10001 to 25000","Graduate",4,"Zomato","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",1000,11,30,"Tier 1",3,"Morning","Premium","Infrequent",1,"1"
27,"Female","Single","Student","No Income","Ph.D",4,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1600,16,22,"Tier 2",1,"Afternoon","Premium","Infrequent",2,"1"
35,"Male","Married","Student","No Income","Ph.D",6,"Zomato","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly disagree",1000,11,11,"Tier 3",1,"Morning","Premium","Moderate",3,"1"
27,"Female","Single","Employee","10001 to 25000","Graduate",6,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",1000,9,14,"Tier 2",3,"Morning","Premium","Moderate",2,"1"
36,"Female","Married","Employee","More than 50000","Graduate",6,"Swiggy","Cafe","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",300,14,1,"Tier 1",5,"Afternoon","Low","Very_Frequent",1,"1"
29,"Female","Married","Student","No Income","Ph.D",5,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,13,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
22,"Female","Single","Employee","10001 to 25000","Graduate",4,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Sweets","Disagree",300,16,30,"Tier 3",3,"Afternoon","Low","Infrequent",3,"0"
35,"Female","Married","Employee","25001 to 50000","Post Graduate",4,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1200,20,30,"Tier 1",4,"Evening","Premium","Infrequent",1,"1"
23,"Female","Single","Student","No Income","Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,11,9,"Tier 1",1,"Morning","Low","Frequent",1,"1"
39,"Female","Single","Employee","25001 to 50000","Post Graduate",5,"ONDC","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1300,14,23,"Tier 1",4,"Afternoon","Premium","Infrequent",1,"1"
24,"Male","Single","Employee","More than 50000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,15,7,"Tier 1",5,"Afternoon","Low","Frequent",1,"1"
21,"Male","Single","Student","No Income","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",500,17,30,"Tier 3",1,"Evening","High","Infrequent",3,"0"
29,"Female","Married","Employee","More than 50000","Graduate",5,"Swiggy","Bar","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",400,15,7,"Tier 2",5,"Afternoon","Medium","Frequent",2,"1"
33,"Male","Married","Student","No Income","Ph.D",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,13,8,"Tier 1",1,"Afternoon","Medium","Frequent",1,"1"
25,"Male","Single","Employee","More than 50000","Post Graduate",5,"Swiggy","Takeaway","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,16,22,"Tier 1",5,"Afternoon","Medium","Infrequent",1,"1"
33,"Female","Married","Student","No Income","Ph.D",3,"Swiggy","Desert Parlor","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",400,20,29,"Tier 3",1,"Evening","Medium","Infrequent",3,"0"
28,"Male","Single","Self Employeed","10001 to 25000","Graduate",6,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",200,19,5,"Tier 1",3,"Evening","Low","Very_Frequent",1,"1"
29,"Male","Married","Student","No Income","Ph.D",4,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",350,13,6,"Tier 2",1,"Afternoon","Medium","Frequent",2,"1"
24,"Male","Single","Employee","25001 to 50000","Graduate",2,"Zomato","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,10,1,"Tier 3",4,"Morning","Medium","Very_Frequent",3,"1"
22,"Female","Single","Employee","More than 50000","Graduate",5,"Swiggy","Cafe","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,16,8,"Tier 1",5,"Afternoon","Medium","Frequent",1,"1"
39,"Female","Married","Employee","More than 50000","Graduate",3,"Swiggy","Desert Parlor","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,10,30,"Tier 3",5,"Morning","Medium","Infrequent",3,"0"
28,"Female","Single","Employee","Below Rs.10000","Graduate",4,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",600,15,30,"Tier 1",2,"Afternoon","High","Infrequent",1,"1"
33,"Female","Married","home maker","No Income","School",3,"Zomato","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",600,15,12,"Tier 2",1,"Afternoon","High","Moderate",2,"1"
22,"Female","Single","Employee","10001 to 25000","Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",900,17,30,"Tier 1",3,"Evening","Premium","Infrequent",1,"1"
24,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",1000,9,21,"Tier 1",1,"Morning","Premium","Infrequent",1,"1"
36,"Female","Married","Self Employeed","25001 to 50000","Graduate",5,"ONDC","Casual Dining","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Disagree",750,13,30,"Tier 1",4,"Afternoon","Premium","Infrequent",1,"1"
23,"Male","Single","Employee","10001 to 25000","Graduate",2,"Swiggy","Casual Dining","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",800,10,30,"Tier 1",3,"Morning","Premium","Infrequent",1,"1"
26,"Male","Single","Employee","More than 50000","Post Graduate",2,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",250,19,1,"Tier 2",5,"Evening","Low","Very_Frequent",2,"1"
24,"Female","Single","Student","10001 to 25000","Post Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,14,30,"Tier 1",3,"Afternoon","High","Infrequent",1,"1"
25,"Male","Single","Employee","25001 to 50000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,13,3,"Tier 1",4,"Afternoon","Low","Very_Frequent",1,"1"
24,"Male","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",200,12,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
37,"Female","Married","Self Employeed","No Income","Graduate",2,"Zomato","Cafe","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",300,18,2,"Tier 2",1,"Evening","Low","Very_Frequent",2,"1"
26,"Male","Single","Self Employeed","25001 to 50000","Graduate",3,"Zomato","Quick Bites","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",250,13,26,"Tier 3",4,"Afternoon","Low","Infrequent",3,"0"
23,"Male","Single","Employee","25001 to 50000","Graduate",4,"ONDC","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",1500,15,2,"Tier 1",4,"Afternoon","Premium","Very_Frequent",1,"1"
24,"Female","Single","Employee","10001 to 25000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",200,12,19,"Tier 1",3,"Afternoon","Low","Moderate",1,"0"
26,"Male","Married","Employee","More than 50000","Graduate",4,"Zomato","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",250,9,9,"Tier 2",5,"Morning","Low","Frequent",2,"1"
27,"Male","Single","Employee","25001 to 50000","Graduate",4,"ONDC","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",250,17,10,"Tier 2",4,"Evening","Low","Frequent",2,"1"
25,"Male","Single","Student","No Income","Graduate",1,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,17,30,"Tier 1",1,"Evening","Low","Infrequent",1,"0"
23,"Female","Single","Student","No Income","Post Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,14,30,"Tier 1",1,"Afternoon","Medium","Infrequent",1,"1"
32,"Female","Married","home maker","No Income","Uneducated",3,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly disagree",600,10,3,"Tier 1",1,"Morning","High","Very_Frequent",1,"1"
26,"Male","Single","Student","No Income","Ph.D",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",1300,17,16,"Tier 1",1,"Evening","Premium","Moderate",1,"1"
25,"Male","Married","Student","No Income","Ph.D",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Neutral",500,9,30,"Tier 2",1,"Morning","High","Infrequent",2,"1"
28,"Male","Married","Employee","More than 50000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,14,19,"Tier 1",5,"Afternoon","Medium","Moderate",1,"1"
40,"Male","Married","Employee","10001 to 25000","Graduate",5,"Zomato","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",2200,13,20,"Tier 1",3,"Afternoon","Premium","Moderate",1,"1"
22,"Female","Single","Student","No Income","Post Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,11,30,"Tier 1",1,"Morning","Medium","Infrequent",1,"1"
37,"Female","Married","Employee","25001 to 50000","Graduate",6,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,15,30,"Tier 1",4,"Afternoon","Medium","Infrequent",1,"1"
28,"Male","Married","Employee","25001 to 50000","Post Graduate",5,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",600,10,15,"Tier 1",4,"Morning","High","Moderate",1,"1"
25,"Male","Single","Student","No Income","Ph.D",4,"ONDC","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1200,10,10,"Tier 1",1,"Morning","Premium","Frequent",1,"1"
25,"Male","Single","Employee","More than 50000","Graduate",3,"Zomato","Quick Bites","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",300,9,9,"Tier 2",5,"Morning","Low","Frequent",2,"1"
20,"Male","Single","Employee","10001 to 25000","Graduate",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",250,16,4,"Tier 2",3,"Afternoon","Low","Very_Frequent",2,"1"
22,"Female","Single","Student","No Income","Post Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",700,18,6,"Tier 3",1,"Evening","Premium","Frequent",3,"1"
24,"Male","Single","Employee","25001 to 50000","Graduate",2,"Swiggy","Cafe","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,14,8,"Tier 1",4,"Afternoon","Low","Frequent",1,"1"
27,"Female","Single","Student","No Income","Ph.D",6,"Swiggy","Cafe","Weekend (Sat & Sun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",550,18,30,"Tier 2",1,"Evening","High","Infrequent",2,"1"
24,"Male","Married","Employee","More than 50000","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,15,9,"Tier 3",5,"Afternoon","Medium","Frequent",3,"1"
21,"Male","Single","Student","No Income","Graduate",2,"Zomato","Takeaway","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",250,14,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
26,"Female","Single","Student","No Income","Ph.D",5,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",150,22,30,"Tier 1",1,"Night","Low","Infrequent",1,"0"
21,"Female","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",2000,18,30,"Tier 2",1,"Evening","Premium","Infrequent",2,"1"
22,"Male","Single","Student","No Income","Post Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",2500,21,21,"Tier 1",1,"Night","Premium","Infrequent",1,"1"
20,"Male","Single","Student","No Income","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",600,15,30,"Tier 1",1,"Afternoon","High","Infrequent",1,"1"
38,"Male","Married","Student","More than 50000","Post Graduate",2,"ONDC","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",350,9,30,"Tier 2",5,"Morning","Medium","Infrequent",2,"0"
21,"Female","Single","Employee","More than 50000","Graduate",2,"Zomato","Casual Dining","Weekend (Sat & Sun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",500,16,24,"Tier 1",5,"Afternoon","High","Infrequent",1,"1"
